"timeMerged","stress_outbreak","BAs_shopping","pss_1","pss_2","pss_3","pss_4","pss_5","pss_6","pss_7","pss_8","pss_9","pss_10","pss_11","pss_12","pss_13","pss_14"
4,5,"quite a lot",5,4,3,2,1,2,1,5,2,2,4,3,1,4
4,4,"a little bit",2,2,3,1,2,1,4,1,4,3,2,3,2,1
4,7,"not at all",1,2,3,2,1,1,2,2,2,2,2,3,3,1
4,6,"somewhat",3,4,4,3,3,3,2,3,2,3,4,3,2,3
4,8,"quite a lot",3,2,2,5,2,3,3,2,5,2,3,3,4,2
4,9,"a little bit",4,4,3,4,1,3,2,3,1,3,4,3,2,2
4,8,"quite a lot",5,2,4,2,2,3,2,3,1,3,5,3,2,4
4,9,"quite a lot",4,5,5,2,1,2,2,5,3,2,4,4,3,5
4,9,"too much",4,4,4,2,2,4,2,3,3,2,2,3,3,4
4,6,"a little bit",2,3,2,3,4,2,3,3,3,3,4,3,2,2
4,7,"somewhat",4,3,3,3,2,3,2,3,2,2,3,3,2,2
4,5,"not at all",3,3,2,2,2,2,3,1,2,3,3,3,2,1
4,6,"a little bit",2,2,3,2,1,1,3,2,2,2,2,4,2,2
4,5,"quite a lot",2,1,2,2,2,1,2,2,2,3,2,4,2,2
4,9,"quite a lot",5,3,4,3,2,2,2,4,3,3,3,3,1,2
4,3,"quite a lot",1,1,1,4,1,1,1,1,1,1,1,5,1,1
4,6,"not at all",1,1,2,2,2,2,3,1,3,2,1,2,2,1
4,6,"a little bit",2,2,2,3,3,2,3,1,2,3,1,4,2,1
4,3,"somewhat",3,3,5,2,3,1,2,4,2,3,5,2,2,4
4,10,"somewhat",3,2,4,3,1,1,2,3,2,3,5,4,3,2
4,10,"somewhat",3,4,4,2,2,2,2,4,2,2,4,5,2,4
4,3,"somewhat",3,2,4,2,2,3,3,3,3,2,3,4,3,3
4,6,"a little bit",5,4,3,3,2,1,3,4,4,2,3,5,2,3
4,8,"a little bit",3,4,5,3,3,3,3,4,3,3,4,3,3,4
4,5,"a little bit",1,2,3,2,2,1,3,1,1,2,1,4,2,1
4,7,"a little bit",3,4,4,3,2,3,3,3,3,2,4,3,2,2
4,9,"quite a lot",4,4,4,3,4,4,1,4,2,3,5,3,2,3
4,10,"a little bit",5,5,5,5,5,5,5,3,5,5,5,3,5,5
4,9,"not at all",3,3,4,3,2,2,3,3,2,4,2,3,3,3
4,9,"a little bit",3,3,4,3,3,3,3,3,3,3,3,5,3,3
4,9,"quite a lot",4,4,5,2,2,1,2,5,1,1,4,5,2,5
4,8,"somewhat",4,4,3,3,3,2,4,4,3,3,4,3,4,3
4,2,"a little bit",2,1,3,2,3,4,2,3,4,4,4,4,1,3
4,4,"not at all",2,2,2,3,5,5,5,2,5,4,1,2,4,1
4,9,"quite a lot",3,5,4,1,2,2,1,4,1,1,4,5,1,5
4,7,"a little bit",3,3,2,2,2,3,3,1,2,3,2,3,2,2
4,7,"a little bit",2,1,1,1,2,4,2,2,1,1,2,4,2,1
4,2,"somewhat",2,1,2,1,1,1,1,1,1,1,2,4,1,1
4,8,"quite a lot",4,4,4,1,1,1,2,4,1,2,4,5,1,5
4,9,"quite a lot",5,4,3,3,2,2,1,3,3,2,4,3,3,4
4,9,"quite a lot",3,4,4,2,3,3,3,3,3,2,3,4,2,4
4,9,"quite a lot",3,4,5,1,5,2,2,3,2,2,5,4,5,4
4,7,"a little bit",2,4,3,2,4,2,3,3,2,2,3,2,2,2
4,3,"a little bit",2,1,1,2,2,2,2,1,3,2,2,3,1,1
4,3,"not at all",1,1,1,5,5,5,5,1,5,5,1,1,5,1
4,8,"not at all",4,3,5,3,3,3,2,3,3,2,2,4,2,2
4,2,"a little bit",1,1,1,2,2,1,2,1,2,1,1,4,3,1
4,8,"a little bit",2,3,3,3,4,3,2,4,2,3,2,3,2,3
4,1,"somewhat",3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,7,"a little bit",4,4,3,2,2,2,2,3,2,2,3,3,3,3
4,6,"a little bit",3,3,4,2,3,3,3,2,2,3,3,3,3,3
4,8,"somewhat",4,4,4,2,3,3,4,4,4,4,4,4,3,3
4,8,"quite a lot",3,4,4,3,2,2,3,3,2,3,3,3,2,4
4,10,"quite a lot",4,3,2,3,2,2,2,2,4,3,4,2,4,4
4,5,"a little bit",2,2,1,2,1,2,3,1,2,4,3,3,1,1
4,8,"quite a lot",3,2,2,3,2,1,3,1,2,3,2,3,2,3
4,8,"quite a lot",2,1,1,2,1,4,1,2,1,1,1,4,2,1
4,8,"a little bit",2,3,3,3,4,4,3,3,3,3,2,5,4,3
4,3,"not at all",2,2,2,2,2,2,3,2,2,3,2,4,2,2
4,3,"a little bit",2,1,3,1,1,1,2,1,1,1,2,4,2,1
5,1,"a little bit",3,4,4,2,1,2,1,2,1,1,3,4,1,2
5,4,"a little bit",2,2,2,2,2,2,2,2,2,2,2,3,2,2
5,10,"quite a lot",2,4,3,3,4,3,5,2,3,4,3,3,3,1
5,10,"somewhat",4,2,4,2,3,3,3,2,3,3,4,4,2,2
5,7,"too much",5,5,4,3,3,3,3,5,2,1,4,5,2,4
5,4,"not at all",1,1,2,2,2,1,2,1,2,2,1,3,1,1
5,3,"a little bit",2,5,2,1,1,1,1,2,1,1,2,5,1,2
5,7,"a little bit",4,5,5,5,5,5,4,5,5,5,4,5,3,5
5,9,"somewhat",3,3,3,4,3,3,3,3,4,3,3,3,3,2
5,8,"a little bit",2,3,4,2,2,2,5,2,3,2,3,4,2,3
5,6,"a little bit",3,2,3,3,3,3,3,2,3,3,3,3,3,2
5,7,"not at all",3,2,3,2,3,2,3,2,3,3,2,3,3,2
5,6,"a little bit",2,3,2,1,2,2,3,1,2,3,2,3,4,1
5,5,"not at all",3,3,2,4,4,2,2,2,2,3,3,4,2,2
5,8,"a little bit",4,4,3,2,3,2,2,3,2,3,2,2,3,3
5,8,"quite a lot",3,2,4,4,3,4,5,3,3,5,3,4,4,3
5,5,"a little bit",3,2,2,2,2,2,2,2,2,2,3,3,1,2
5,7,"somewhat",3,4,3,3,3,2,2,3,2,2,3,5,2,3
5,5,"not at all",2,1,1,2,2,2,3,1,3,2,2,4,3,1
5,4,"not at all",1,1,1,2,2,2,3,1,2,2,1,3,2,1
5,8,"quite a lot",5,3,3,2,2,2,2,3,3,4,5,3,2,5
5,10,"quite a lot",5,5,5,3,3,3,5,5,3,4,5,5,3,5
5,7,"somewhat",3,3,4,3,3,3,3,3,4,2,3,4,3,3
5,9,"quite a lot",3,1,3,5,4,3,2,4,1,3,4,3,2,2
5,3,"a little bit",3,3,3,3,3,3,3,3,3,3,3,4,3,3
5,3,"a little bit",1,1,1,1,2,2,2,1,2,2,1,3,1,1
5,4,"a little bit",3,2,3,2,2,2,2,2,2,2,3,3,2,2
5,4,"a little bit",3,2,2,2,3,3,2,2,3,3,3,4,3,2
5,10,"quite a lot",3,3,4,3,3,3,5,2,3,3,3,3,4,3
5,1,"somewhat",1,1,1,1,1,1,2,1,1,1,1,4,2,1
5,1,"a little bit",1,1,1,1,1,1,1,1,1,1,1,5,1,1
5,4,"a little bit",3,5,4,2,3,2,2,3,2,2,4,4,2,4
5,1,"too much",1,1,1,5,1,1,1,4,1,1,1,5,2,1
5,8,"not at all",4,4,3,1,3,1,1,3,1,2,4,4,2,3
5,8,"not at all",1,4,3,4,5,4,5,2,2,5,2,3,3,3
5,3,"quite a lot",4,2,4,4,2,1,3,3,3,4,2,1,2,5
5,3,"somewhat",1,3,1,1,2,1,2,1,1,1,1,4,1,1
5,10,"too much",5,5,5,1,4,4,4,4,4,4,5,5,4,4
5,4,"somewhat",1,1,1,5,5,5,5,1,5,5,1,1,5,1
5,10,"a little bit",5,4,5,5,5,5,5,5,5,4,5,4,2,4
5,3,"a little bit",2,1,1,4,3,5,5,1,5,4,1,1,5,2
5,4,"somewhat",3,2,3,2,3,2,2,2,3,2,3,3,3,3
5,9,"a little bit",3,4,4,3,3,3,4,4,2,4,4,4,3,4
5,6,"a little bit",2,2,4,3,4,2,3,2,3,2,3,4,3,2
5,4,"a little bit",4,4,3,4,2,3,2,3,3,3,2,4,4,4
5,4,"somewhat",2,5,5,2,5,5,5,4,2,4,2,3,2,5
5,5,"not at all",3,3,2,2,3,3,4,1,2,3,3,3,1,1
5,5,"not at all",1,1,2,2,3,1,3,1,3,1,1,5,2,1
5,8,"a little bit",4,4,5,4,4,4,4,4,5,5,5,3,3,4
5,2,"somewhat",3,2,2,1,1,2,3,2,2,3,3,4,2,2
5,3,"not at all",3,2,2,2,3,1,2,1,2,1,2,5,3,1
5,8,"quite a lot",3,3,4,2,4,2,2,2,2,3,2,3,2,3
5,3,"a little bit",1,1,2,2,2,2,2,1,1,3,1,4,2,1
5,6,"not at all",2,2,3,2,3,2,3,2,2,3,3,2,2,2
5,10,"a little bit",5,5,5,3,4,4,5,1,4,3,4,2,1,4
5,7,"a little bit",2,2,4,2,2,1,1,2,2,1,2,4,2,2
5,4,"not at all",1,5,5,3,4,5,5,5,3,5,3,5,4,5
5,7,"a little bit",2,2,2,2,2,2,2,2,2,2,2,2,2,2
5,7,"a little bit",1,2,2,2,4,1,2,2,2,2,2,4,2,1
5,9,"a little bit",1,2,5,2,3,2,3,2,3,2,2,5,3,2
5,8,"not at all",1,1,2,1,1,2,1,1,1,1,1,3,1,1
5,6,"a little bit",3,2,3,1,1,1,3,2,2,2,1,3,2,1
5,7,"a little bit",2,1,2,2,2,2,2,1,2,1,2,3,1,2
5,10,"too much",4,5,2,4,3,2,2,2,2,2,3,3,3,2
5,8,"somewhat",4,3,1,3,2,3,3,1,3,2,3,4,2,2
5,2,"quite a lot",3,4,1,4,4,3,4,2,3,4,3,3,2,3
5,2,"somewhat",1,1,1,1,1,1,1,1,1,1,1,5,1,1
5,6,"somewhat",1,1,2,1,2,2,2,1,2,2,1,4,2,1
5,9,"quite a lot",4,3,5,2,2,3,2,5,2,2,3,4,1,5
5,4,"somewhat",3,4,4,4,4,4,4,4,4,4,3,4,3,4
5,5,"somewhat",2,2,2,2,3,2,2,2,2,3,1,3,2,2
5,7,"a little bit",2,2,4,4,4,4,2,2,2,4,2,4,2,2
5,3,"a little bit",1,1,1,1,2,2,2,1,3,2,1,1,1,1
5,5,"somewhat",2,1,2,2,2,5,2,1,2,2,2,2,2,1
5,6,"somewhat",3,3,3,2,1,1,1,3,2,1,4,4,2,3
5,7,"quite a lot",4,4,5,2,1,2,2,5,2,2,4,4,1,4
5,7,"somewhat",3,2,2,4,3,1,2,3,2,2,2,2,3,4
5,2,"a little bit",1,1,2,1,1,1,1,1,1,1,1,4,1,1
5,9,"a little bit",2,3,3,2,3,3,3,2,2,2,3,3,1,2
5,7,"a little bit",1,3,4,3,4,3,4,2,3,4,2,4,2,3
5,9,"somewhat",4,4,3,2,1,2,1,3,3,2,3,4,2,3
5,1,"a little bit",2,2,2,1,1,1,2,1,2,2,3,3,1,1
5,5,"quite a lot",2,3,5,2,2,1,3,3,2,2,4,5,1,4
5,6,"somewhat",1,1,1,1,1,1,2,5,1,1,1,5,1,1
5,5,"a little bit",2,2,2,1,2,1,2,2,2,2,2,4,2,2
5,6,"somewhat",4,5,4,1,3,3,2,5,2,2,3,2,3,2
5,8,"quite a lot",3,3,5,4,4,3,2,3,2,2,4,3,1,1
5,4,"a little bit",1,2,3,2,2,2,2,1,2,1,2,5,1,1
5,2,"a little bit",1,1,2,1,1,1,1,1,1,1,1,3,1,1
5,7,"quite a lot",3,4,3,4,4,3,3,4,3,3,3,4,2,2
5,6,"not at all",4,5,5,4,4,5,4,2,5,4,3,5,4,5
5,9,"somewhat",3,1,4,2,2,2,2,1,3,2,1,4,2,1
5,5,"a little bit",1,4,1,1,1,1,2,1,2,1,2,4,4,1
6,7,"quite a lot",2,3,4,2,4,4,3,3,3,2,4,4,3,4
6,8,"somewhat",1,3,4,2,3,3,3,2,3,3,2,4,2,2
6,3,"somewhat",3,2,2,3,4,3,2,3,3,3,2,3,2,3
6,10,"too much",4,4,4,4,4,4,4,3,3,4,4,5,3,3
6,8,"not at all",3,4,3,3,2,2,3,2,3,3,3,5,3,4
6,5,"a little bit",2,2,2,1,1,1,1,1,1,1,2,5,1,1
6,8,"a little bit",4,2,3,2,4,3,4,2,2,4,3,5,3,3
6,9,"quite a lot",4,4,5,2,2,2,1,4,1,2,5,5,1,4
6,3,"not at all",2,1,2,1,1,1,3,1,2,2,2,3,2,1
6,2,"not at all",1,1,2,1,1,1,2,1,1,1,1,3,1,1
6,4,"somewhat",4,4,5,5,4,5,5,1,4,5,3,3,4,3
6,8,"somewhat",4,4,4,4,4,4,3,4,4,3,4,3,4,4
6,5,"somewhat",2,3,2,2,4,2,3,2,5,3,2,4,4,1
6,6,"somewhat",1,1,2,2,2,2,2,1,2,2,1,3,2,1
6,7,"somewhat",4,3,4,2,2,3,2,4,3,3,4,4,2,4
6,9,"somewhat",3,3,4,2,2,2,3,2,2,3,3,4,1,3
6,6,"somewhat",2,2,2,4,3,2,3,2,2,3,2,2,2,2
6,7,"not at all",2,4,3,4,4,5,5,3,3,5,2,4,3,3
6,4,"a little bit",2,3,2,2,2,2,2,4,2,2,3,4,1,1
6,10,"somewhat",2,4,3,2,2,2,2,2,2,2,2,3,2,2
6,7,"somewhat",3,3,3,3,2,2,3,3,3,3,3,3,3,3
6,6,"too much",4,3,2,3,3,2,2,3,4,2,5,2,3,3
6,3,"not at all",1,1,2,2,1,1,2,1,2,1,1,4,1,1
6,10,"a little bit",2,2,4,1,2,2,3,3,2,2,3,5,2,3
6,6,"not at all",3,2,4,1,1,2,4,2,2,3,3,3,3,2
6,2,"not at all",4,3,4,2,4,1,2,1,3,4,1,3,3,1
6,5,"not at all",3,4,3,3,3,2,3,3,3,3,2,4,2,3
6,1,"a little bit",1,1,1,5,1,1,1,1,1,1,1,1,1,1
6,4,"not at all",3,2,3,5,2,3,5,5,4,4,3,2,3,4
6,8,"quite a lot",5,4,4,4,4,4,3,4,4,4,4,3,3,2
6,8,"a little bit",3,3,4,4,4,3,4,3,3,3,3,4,4,3
6,8,"not at all",1,1,1,1,1,2,3,1,1,2,1,4,2,1
6,7,"somewhat",2,4,2,4,3,3,2,3,2,2,3,3,3,2
6,7,"a little bit",2,1,3,1,1,1,2,1,4,1,2,5,1,1
6,1,"somewhat",2,3,3,4,2,2,3,4,3,4,3,3,4,3
6,4,"a little bit",1,5,1,1,1,1,1,1,1,1,1,5,1,1
6,7,"a little bit",1,2,2,3,2,1,2,1,2,2,2,4,3,1
6,8,"not at all",1,1,1,2,2,2,3,1,2,2,1,3,2,1
6,10,"not at all",3,3,3,2,2,2,3,3,3,2,4,3,3,3
6,10,"not at all",2,2,2,4,2,3,3,4,5,4,2,3,4,3
6,8,"somewhat",3,2,3,3,3,2,2,3,4,3,2,2,2,2
6,4,"not at all",2,1,2,2,2,3,3,1,3,3,1,3,3,1
6,4,"somewhat",1,2,2,2,1,1,3,2,2,1,3,5,2,1
6,1,"not at all",1,3,4,2,4,3,4,3,3,4,1,3,3,2
6,4,"a little bit",2,1,3,2,2,1,2,1,2,2,2,3,1,2
6,3,"quite a lot",3,3,4,3,3,3,2,3,4,2,3,3,4,4
6,6,"quite a lot",4,3,3,1,3,1,2,3,2,3,5,2,2,5
6,9,"quite a lot",4,5,3,1,1,1,1,4,2,1,4,4,2,4
6,2,"somewhat",4,4,4,2,3,2,2,5,2,2,3,5,1,4
6,9,"quite a lot",3,4,3,2,1,2,2,4,2,3,3,4,2,3
6,4,"a little bit",2,1,1,2,1,1,2,1,2,2,1,4,2,1
6,4,"quite a lot",4,4,2,2,2,4,3,5,3,1,4,3,1,3
6,2,"a little bit",1,1,2,1,1,1,2,1,1,2,2,3,2,1
6,6,"a little bit",1,1,1,1,1,1,1,1,1,1,1,3,1,1
6,5,"somewhat",2,3,2,4,4,4,3,2,4,3,2,2,4,2
6,2,"quite a lot",2,5,2,2,2,1,3,2,4,1,3,5,2,3
6,10,"somewhat",2,4,4,3,3,3,3,3,3,3,2,3,2,3
6,10,"a little bit",4,3,3,2,3,3,3,3,3,3,4,5,2,3
6,2,"not at all",1,1,1,1,1,1,2,2,1,1,1,4,2,1
6,8,"a little bit",2,2,3,2,3,2,2,2,2,2,2,4,2,2
6,8,"not at all",4,3,2,5,2,2,2,2,3,4,1,1,1,2
6,8,"a little bit",2,4,1,4,2,3,4,1,1,5,3,5,3,1
6,8,"a little bit",3,4,4,4,4,4,4,4,4,4,3,3,4,3
6,3,"a little bit",3,2,3,2,2,3,3,3,3,2,3,4,3,2
6,3,"somewhat",3,3,3,3,3,2,3,3,3,2,2,3,3,3
6,6,"somewhat",3,2,2,2,2,3,2,4,3,2,2,3,2,1
6,7,"a little bit",1,1,3,2,3,2,1,1,2,2,1,3,3,2
6,2,"a little bit",2,2,1,2,2,2,2,2,2,1,3,5,3,2
6,4,"somewhat",3,4,2,4,3,3,3,5,4,3,3,4,2,4
6,7,"quite a lot",4,4,4,3,2,3,2,3,4,2,3,3,3,4
6,8,"a little bit",3,5,3,2,2,1,3,5,1,3,4,4,3,3
6,6,"a little bit",3,4,3,3,3,3,3,3,3,3,3,4,3,4
6,8,"a little bit",5,2,4,2,2,2,2,5,2,2,4,5,2,3
6,4,"a little bit",2,1,3,1,2,2,2,1,2,1,2,3,2,4
6,7,"quite a lot",3,4,3,2,2,2,2,3,3,2,4,2,3,3
6,4,"a little bit",3,3,4,2,2,1,2,2,4,2,3,4,2,2
6,4,"somewhat",2,4,2,2,2,2,3,1,2,2,2,3,2,1
6,10,"a little bit",5,5,1,2,2,2,3,1,2,1,5,4,1,4
6,8,"somewhat",3,2,3,2,1,2,4,3,3,3,3,4,2,4
6,3,"a little bit",5,4,4,4,4,3,3,5,3,3,5,5,3,5
6,9,"somewhat",5,3,3,3,1,2,1,4,2,1,4,4,3,5
6,5,"quite a lot",3,3,4,4,2,3,2,4,1,2,2,5,2,4
6,7,"a little bit",4,3,2,3,3,2,3,2,3,3,2,4,2,2
6,10,"not at all",1,4,1,2,2,2,4,4,2,4,3,4,3,3
6,5,"a little bit",1,1,1,2,2,2,2,1,2,2,1,3,2,1
6,10,"quite a lot",5,5,3,2,2,1,2,2,4,3,1,4,2,3
6,8,"somewhat",3,2,3,1,3,3,2,4,5,2,4,3,2,3
6,8,"quite a lot",5,5,5,2,4,2,3,3,4,3,4,3,3,4
6,7,"quite a lot",3,2,2,3,2,2,3,5,2,3,4,2,3,4
7,9,"somewhat",5,4,4,2,3,4,2,4,2,3,5,3,1,3
7,8,"not at all",5,5,5,4,5,5,5,4,5,4,5,4,4,5
7,8,"a little bit",1,2,3,1,1,2,2,1,2,2,2,4,2,2
7,4,"a little bit",2,3,2,2,3,3,3,3,2,3,2,5,3,2
7,2,"not at all",2,3,2,3,4,2,3,2,2,4,2,2,2,2
7,5,"quite a lot",4,3,3,2,2,2,2,4,3,3,3,3,2,3
7,9,"somewhat",5,2,2,4,2,1,1,3,1,3,3,4,1,3
7,8,"a little bit",3,3,3,3,3,3,3,2,3,3,4,3,3,3
7,7,"not at all",2,4,2,3,2,3,3,3,2,3,2,4,3,2
7,8,"somewhat",4,1,3,3,4,1,2,1,2,1,3,3,4,4
7,8,"a little bit",2,2,3,2,2,2,2,2,2,2,2,4,3,2
7,7,"quite a lot",3,3,3,2,3,3,3,3,2,2,4,5,4,4
7,7,"too much",4,3,3,2,1,2,1,4,2,3,4,3,1,5
7,7,"quite a lot",3,2,3,2,2,4,3,2,4,2,3,3,2,3
7,4,"a little bit",2,1,2,1,1,1,2,1,1,2,1,3,2,1
7,8,"too much",3,4,3,1,2,3,3,3,3,1,4,5,2,3
7,8,"quite a lot",4,5,3,1,1,2,3,4,1,2,3,5,2,4
7,7,"quite a lot",4,2,3,4,4,2,2,3,2,4,3,3,3,3
7,4,"quite a lot",3,4,5,2,2,3,2,3,1,1,4,4,2,5
7,6,"not at all",3,4,5,4,4,4,4,4,4,4,3,3,3,4
7,6,"somewhat",4,4,5,4,4,5,5,3,5,3,4,3,3,4
7,3,"a little bit",1,1,2,1,1,1,1,1,2,1,1,5,1,1
7,4,"not at all",2,3,3,3,2,2,3,3,3,4,2,4,3,3
7,7,"a little bit",2,4,4,2,4,3,3,4,4,3,4,4,3,2
7,7,"quite a lot",3,3,4,2,1,2,2,4,3,2,3,4,2,5
7,8,"quite a lot",3,3,4,3,2,3,1,5,2,2,4,4,3,3
7,3,"somewhat",1,2,2,2,2,2,2,1,2,1,1,3,2,1
7,7,"somewhat",3,3,2,4,3,2,4,3,3,2,4,4,4,4
7,9,"too much",4,5,4,2,1,1,1,5,2,1,5,4,1,5
7,8,"quite a lot",5,2,5,4,3,3,2,4,1,3,4,3,2,2
7,8,"somewhat",5,2,4,4,2,3,1,5,4,4,1,3,5,3
7,8,"quite a lot",5,4,5,1,3,1,2,3,1,3,4,3,2,4
7,4,"somewhat",3,3,5,3,2,2,3,4,4,1,3,4,2,4
7,8,"quite a lot",3,5,4,2,4,5,3,3,4,1,5,4,2,2
7,9,"quite a lot",4,5,3,2,3,4,3,5,4,2,3,3,2,5
7,1,"a little bit",5,4,4,3,4,4,4,3,4,3,3,3,3,3
