"timeMerged","stress_outbreak","BAs_shopping","pss_1","pss_2","pss_3","pss_4","pss_5","pss_6","pss_7","pss_8","pss_9","pss_10","pss_11","pss_12","pss_13","pss_14"
7,7,"a little bit",1,5,2,1,1,1,2,1,1,2,1,3,1,1
7,5,"a little bit",2,2,3,2,2,3,3,2,2,3,2,3,3,2
7,4,"somewhat",4,3,3,4,3,3,3,2,2,3,2,3,4,3
7,8,"quite a lot",3,5,3,1,4,4,3,5,2,3,3,4,4,2
7,6,"a little bit",4,3,5,4,4,1,4,3,3,4,3,4,4,4
7,8,"too much",3,1,3,2,2,2,5,1,2,3,1,4,2,1
7,7,"quite a lot",5,2,3,2,3,2,3,3,4,2,4,4,3,4
7,8,"quite a lot",3,4,3,2,2,1,2,3,4,3,1,3,2,3
7,2,"a little bit",1,1,1,2,2,2,2,1,2,2,1,3,3,1
7,4,"a little bit",1,1,2,1,1,1,1,1,1,2,1,4,1,1
7,10,"quite a lot",4,2,4,4,1,3,2,3,2,3,2,5,3,3
7,8,"a little bit",3,4,3,1,2,3,3,5,3,2,3,3,2,3
7,6,"somewhat",1,2,3,2,2,2,3,2,5,1,1,2,1,1
7,3,"a little bit",2,2,3,3,3,3,3,2,3,3,2,3,2,2
7,5,"somewhat",3,4,4,2,3,1,2,3,3,4,3,4,2,2
7,7,"quite a lot",4,1,5,3,2,2,4,4,3,3,2,4,3,2
7,5,"not at all",2,2,3,3,3,2,3,2,4,3,3,1,2,2
7,1,"somewhat",2,3,1,1,2,3,2,3,2,1,1,1,2,4
7,1,"somewhat",3,4,3,2,2,3,3,3,3,3,2,3,3,2
7,1,"not at all",1,1,1,1,1,1,1,1,5,1,1,4,1,1
7,5,"a little bit",2,2,4,3,3,4,3,2,4,4,2,3,3,2
7,6,"somewhat",3,4,3,3,2,4,1,2,3,4,4,3,2,3
7,2,"somewhat",2,4,4,3,5,5,4,3,3,3,2,3,3,2
7,4,"a little bit",3,2,2,2,2,1,3,1,2,3,2,5,3,3
7,8,"not at all",4,4,4,3,3,3,4,3,3,3,4,3,2,3
7,5,"a little bit",3,2,2,2,2,2,3,1,2,2,3,3,1,1
7,3,"a little bit",2,1,1,1,2,1,1,1,2,1,2,3,2,1
7,3,"a little bit",1,1,1,2,2,2,2,1,2,2,1,3,1,1
7,7,"quite a lot",4,4,4,1,2,3,2,3,1,2,4,3,3,3
7,7,"a little bit",2,3,3,3,3,3,4,2,3,4,3,3,3,2
7,6,"somewhat",2,3,3,2,1,3,3,3,4,3,2,4,4,2
7,8,"somewhat",3,2,2,3,2,4,3,5,3,4,1,4,2,2
7,5,"a little bit",2,2,3,2,2,2,2,2,3,2,3,3,2,2
7,9,"somewhat",2,4,4,2,2,4,1,4,2,3,5,3,4,3
7,3,"a little bit",1,2,2,2,2,2,3,1,1,2,1,3,1,1
7,6,"quite a lot",4,3,4,1,3,1,2,4,3,2,3,4,2,2
7,6,"a little bit",3,3,3,3,2,2,2,3,3,3,2,4,1,2
7,5,"quite a lot",2,2,3,3,4,3,3,2,4,3,2,3,3,2
7,7,"a little bit",3,3,4,2,2,3,3,3,3,4,4,5,2,4
7,7,"not at all",2,2,2,4,4,4,3,2,4,4,3,2,4,2
7,6,"quite a lot",4,4,2,2,3,1,3,3,3,2,3,4,3,3
7,10,"quite a lot",3,2,1,2,2,1,4,2,3,3,2,3,2,4
7,9,"quite a lot",5,4,3,2,1,3,2,3,3,1,5,4,1,4
7,9,"too much",3,3,5,1,3,2,2,5,2,1,3,4,1,4
7,4,"not at all",3,4,3,3,2,3,3,3,3,2,3,3,3,3
7,4,"somewhat",2,1,2,2,2,2,1,1,2,1,1,4,1,1
7,10,"a little bit",3,2,3,2,2,2,2,2,2,2,1,3,2,2
7,6,"a little bit",1,4,1,1,1,5,1,1,2,1,1,4,1,1
7,8,"quite a lot",5,4,5,1,2,1,2,4,2,2,5,4,1,5
7,6,"not at all",2,4,1,1,1,1,2,1,2,1,1,4,2,2
8,5,"a little bit",3,2,2,2,1,1,2,3,2,2,1,4,2,2
8,8,"somewhat",3,4,2,2,3,2,3,3,3,3,3,4,3,4
8,8,"quite a lot",2,4,3,3,1,3,2,2,4,3,4,4,3,3
8,8,"too much",4,5,3,3,2,3,3,5,2,2,5,4,3,3
8,7,"quite a lot",3,3,3,3,4,1,2,4,2,1,5,3,2,4
8,9,"somewhat",4,3,3,3,3,3,2,3,2,2,3,3,3,3
8,7,"somewhat",5,4,4,1,1,1,2,4,2,1,4,5,2,3
8,9,"somewhat",4,5,5,3,4,4,3,4,3,4,4,5,4,4
8,6,"somewhat",4,3,4,3,3,2,3,2,2,3,3,2,2,2
8,3,"a little bit",2,1,2,2,2,2,3,1,2,3,1,4,2,1
8,7,"somewhat",3,1,3,2,4,4,2,2,3,3,3,3,3,2
8,3,"quite a lot",2,4,2,2,2,1,3,4,2,4,4,5,3,3
8,7,"not at all",1,1,3,2,2,2,2,1,2,2,1,3,2,1
8,2,"quite a lot",1,1,1,4,2,1,2,4,5,2,4,3,2,4
8,9,"too much",2,4,3,4,4,3,1,4,2,2,3,3,3,5
8,6,"a little bit",3,4,2,2,3,3,3,3,5,4,2,3,4,4
8,1,"quite a lot",1,1,1,1,1,1,1,1,1,1,1,5,1,1
8,9,"somewhat",3,3,5,3,4,2,2,4,1,2,4,3,2,3
8,9,"quite a lot",3,3,3,3,2,3,4,2,2,4,3,4,3,4
8,6,"quite a lot",3,2,4,1,2,3,1,3,3,4,5,5,4,4
8,9,"somewhat",3,4,2,3,3,4,3,3,3,2,3,2,4,4
8,7,"somewhat",3,3,3,3,3,3,3,3,3,3,4,4,3,3
8,7,"not at all",2,2,2,2,3,2,3,2,2,3,2,4,1,1
8,2,"a little bit",4,1,2,1,1,1,2,1,2,2,2,3,2,1
8,6,"somewhat",3,3,3,2,3,2,3,3,3,3,3,3,3,4
8,3,"a little bit",2,1,1,1,2,1,2,1,1,2,1,3,1,1
8,8,"quite a lot",4,4,3,2,1,1,2,3,2,1,2,3,2,3
8,9,"somewhat",4,3,4,3,3,2,4,2,2,3,3,4,2,3
8,8,"quite a lot",4,5,5,4,5,4,4,4,1,4,5,4,3,4
8,7,"quite a lot",4,4,3,3,3,2,2,3,2,3,3,3,2,4
8,9,"not at all",3,4,4,2,4,4,4,4,4,4,2,5,3,5
8,7,"not at all",2,2,3,2,3,2,3,2,3,3,1,5,4,3
8,8,"quite a lot",4,4,2,2,3,3,4,3,4,3,4,3,3,4
8,6,"not at all",1,5,2,1,4,4,2,2,4,1,5,5,5,5
8,10,"a little bit",4,3,3,2,3,4,4,4,1,1,2,2,3,1
8,9,"somewhat",4,4,4,1,3,2,2,5,2,1,4,5,1,4
8,8,"a little bit",4,3,4,3,2,1,4,3,3,4,2,3,3,4
8,9,"somewhat",2,3,2,3,2,3,3,4,1,3,2,2,2,3
8,9,"quite a lot",4,3,5,4,1,3,4,4,5,4,1,4,3,2
8,10,"quite a lot",5,5,5,2,2,1,1,4,2,1,4,4,2,5
8,8,"a little bit",2,2,2,2,2,2,3,2,2,3,3,3,2,2
8,6,"a little bit",2,1,1,1,1,1,2,1,1,1,2,3,2,1
8,6,"not at all",3,2,2,2,2,2,2,2,4,2,2,4,2,2
8,7,"a little bit",3,3,4,3,3,3,3,3,3,3,3,3,3,3
8,9,"quite a lot",2,2,2,1,2,1,1,2,2,1,1,4,1,2
8,8,"quite a lot",3,3,4,1,3,4,1,5,3,3,4,4,2,5
8,9,"quite a lot",4,4,4,2,3,2,2,5,3,3,3,4,3,4
8,10,"too much",5,5,5,1,1,1,1,5,1,1,5,5,1,5
8,10,"a little bit",1,3,4,4,1,2,3,3,2,3,4,2,4,2
8,2,"a little bit",2,1,2,2,1,2,1,1,2,1,2,4,1,1
8,9,"too much",5,4,5,2,2,2,1,5,2,1,5,4,1,4
8,8,"not at all",1,2,3,2,2,3,2,2,3,3,2,4,2,3
8,8,"quite a lot",3,5,4,2,1,3,2,4,3,2,4,4,3,5
8,1,"not at all",1,1,2,2,1,3,1,1,1,3,2,3,1,1
8,2,"not at all",2,2,3,3,4,4,3,2,3,3,2,3,2,3
8,2,"not at all",1,1,1,1,1,2,2,1,2,2,1,5,2,1
8,10,"a little bit",3,2,4,1,1,4,4,4,3,1,1,3,2,3
8,6,"a little bit",5,2,4,2,4,4,2,4,5,4,4,5,3,4
8,5,"a little bit",2,2,2,2,2,2,2,1,2,2,2,3,2,1
8,7,"too much",5,4,3,1,1,2,2,3,2,3,3,4,2,4
8,10,"quite a lot",3,4,5,2,1,3,1,4,3,1,4,4,2,4
8,3,"not at all",1,1,1,1,1,1,1,1,1,1,1,3,1,1
8,5,"too much",5,5,5,1,1,1,1,5,1,1,5,5,1,5
8,9,"quite a lot",4,5,3,2,3,1,2,5,3,4,3,2,2,5
8,6,"too much",4,5,4,2,1,1,3,4,3,2,3,5,2,4
8,9,"quite a lot",4,5,3,1,2,2,3,4,2,2,5,3,2,5
8,9,"somewhat",5,5,5,2,2,3,2,3,1,3,3,3,2,4
8,9,"too much",5,5,1,5,1,2,2,3,2,3,1,2,4,1
8,10,"not at all",3,3,3,2,1,2,2,3,3,1,3,4,2,4
8,9,"too much",4,4,5,1,1,2,1,4,2,1,5,5,2,4
8,9,"quite a lot",5,5,4,1,1,2,1,4,2,1,4,5,2,4
8,10,"quite a lot",5,3,4,3,3,1,1,3,2,2,4,4,3,3
8,7,"too much",4,3,5,3,2,2,1,4,1,1,4,4,2,4
8,8,"quite a lot",4,3,4,3,3,2,3,4,2,2,4,3,3,4
8,5,"quite a lot",1,3,5,1,4,3,4,4,5,3,4,2,2,3
8,7,"a little bit",3,4,4,2,2,2,2,3,2,3,3,4,2,3
8,6,"quite a lot",4,3,2,3,3,2,2,2,2,3,3,4,2,3
8,6,"a little bit",3,3,2,2,3,3,2,3,4,2,4,4,4,4
8,4,"somewhat",4,4,4,2,3,4,4,3,2,3,3,2,3,2
8,7,"somewhat",2,1,3,2,2,2,3,4,1,2,3,4,3,4
8,8,"somewhat",3,4,4,3,3,2,3,3,2,4,2,3,2,2
8,7,"a little bit",5,3,3,2,3,1,3,2,3,3,4,4,2,3
8,7,"somewhat",3,3,3,2,4,3,3,3,3,2,4,4,3,4
8,8,"quite a lot",3,2,3,3,3,2,2,1,2,3,3,4,2,2
8,8,"somewhat",3,2,3,1,2,2,5,2,3,2,2,3,3,2
8,8,"quite a lot",4,3,2,4,2,2,3,3,2,2,3,3,4,3
8,9,"somewhat",4,3,3,3,2,3,2,5,3,2,4,3,3,5
9,4,"somewhat",3,1,3,5,1,1,1,1,1,1,3,5,1,1
9,2,"a little bit",1,2,1,4,3,3,3,1,1,4,1,3,2,1
9,2,"not at all",4,4,4,1,2,1,2,4,2,2,4,4,3,4
9,5,"a little bit",2,1,2,3,1,2,2,2,2,3,3,4,1,1
9,5,"quite a lot",4,4,5,3,2,3,2,5,2,3,5,5,2,3
9,6,"a little bit",2,2,2,1,1,1,3,1,2,2,2,3,1,2
9,4,"a little bit",2,2,4,5,4,2,3,3,3,2,5,2,2,2
9,5,"quite a lot",3,4,4,3,2,2,2,3,4,3,3,3,4,2
9,8,"quite a lot",2,1,5,2,2,2,1,1,3,1,2,4,4,1
9,3,"a little bit",2,1,2,1,1,1,2,1,1,1,2,2,1,1
9,8,"quite a lot",5,4,4,3,3,4,5,5,4,4,5,4,2,5
9,1,"too much",5,5,4,1,2,1,1,5,1,2,5,5,1,5
9,5,"somewhat",4,4,3,2,2,1,2,3,2,2,4,4,2,4
9,7,"somewhat",4,4,5,1,2,1,1,5,1,2,4,4,2,4
9,9,"somewhat",1,1,1,2,2,5,5,1,2,5,1,1,2,1
9,1,"not at all",3,2,3,1,1,1,1,1,1,1,3,4,2,1
9,8,"somewhat",1,3,4,3,5,3,1,4,4,2,3,1,5,4
9,2,"not at all",1,1,1,2,1,1,2,1,1,1,1,1,1,1
9,4,"a little bit",1,1,2,1,1,2,3,1,1,2,1,5,2,1
9,5,"somewhat",3,4,3,5,5,1,5,3,5,5,3,5,2,3
9,7,"not at all",4,4,4,4,4,5,5,3,4,5,4,3,3,4
9,6,"somewhat",3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,4,"somewhat",4,4,4,1,2,3,3,5,1,3,4,3,3,5
9,8,"somewhat",4,4,5,3,3,1,2,4,1,1,3,4,1,4
9,10,"quite a lot",4,3,5,4,2,2,1,3,2,1,2,4,1,4
9,7,"not at all",2,3,2,4,3,3,4,3,3,3,3,2,4,4
9,3,"quite a lot",5,5,3,2,2,1,3,5,2,2,4,4,2,4
9,6,"quite a lot",1,3,3,1,4,2,2,5,3,2,5,3,3,2
9,3,"somewhat",3,5,3,3,3,2,2,3,3,2,4,4,4,3
9,9,"a little bit",3,3,5,2,4,5,2,2,3,2,4,3,3,3
9,3,"a little bit",1,1,1,1,1,1,1,1,1,1,1,2,1,1
9,2,"somewhat",1,1,1,1,1,1,1,1,1,1,1,4,1,1
9,6,"a little bit",2,2,2,2,2,2,2,2,2,2,2,4,3,1
9,10,"quite a lot",4,5,4,2,1,1,1,5,2,1,4,5,3,5
9,5,"a little bit",2,4,3,2,3,2,3,1,3,2,3,4,4,1
9,3,"a little bit",3,2,3,3,3,3,3,2,3,3,3,3,2,2
9,10,"quite a lot",4,5,4,3,2,2,1,4,2,1,4,4,2,4
9,9,"somewhat",4,3,3,3,3,3,2,2,3,3,4,3,3,3
9,8,"somewhat",5,5,4,3,2,2,3,4,3,3,4,2,1,3
9,8,"somewhat",3,4,4,4,3,3,3,4,4,4,3,2,3,3
9,8,"a little bit",3,3,2,3,3,3,4,4,4,4,3,3,3,3
9,8,"quite a lot",1,1,3,2,1,1,2,1,2,2,2,5,2,1
9,8,"somewhat",2,3,3,2,4,3,4,3,2,2,5,5,2,3
9,10,"quite a lot",4,4,5,1,2,3,1,3,1,2,3,3,2,4
9,8,"quite a lot",3,4,4,3,4,3,4,4,4,3,3,4,4,3
9,10,"quite a lot",2,4,3,2,2,3,3,5,2,4,5,5,3,4
9,6,"quite a lot",3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,9,"somewhat",4,5,3,1,1,2,1,3,2,1,4,4,1,4
9,9,"quite a lot",3,5,4,3,4,2,3,5,1,2,2,3,2,4
9,4,"a little bit",1,1,3,1,1,1,2,1,1,2,1,5,1,1
9,10,"a little bit",4,4,5,3,4,4,4,4,5,4,4,4,3,4
9,2,"somewhat",3,2,2,2,5,3,2,1,3,3,4,3,5,1
9,3,"somewhat",2,2,2,1,3,2,1,3,3,2,2,5,2,2
9,10,"quite a lot",4,5,4,1,3,3,2,5,1,2,5,5,2,4
9,10,"too much",4,3,5,1,3,2,1,4,1,2,3,3,1,5
9,7,"somewhat",4,5,5,3,3,2,2,4,1,2,3,4,1,4
9,9,"a little bit",3,3,3,1,2,3,2,4,2,2,5,4,2,3
9,9,"a little bit",2,3,4,2,4,5,4,3,3,4,2,4,3,2
9,7,"a little bit",3,3,3,2,2,2,3,3,2,2,3,4,2,3
9,5,"a little bit",2,2,3,3,3,3,3,3,3,4,3,2,4,3
9,8,"quite a lot",3,5,3,2,1,2,3,4,1,2,3,4,2,3
9,3,"quite a lot",1,3,4,2,4,1,3,3,3,2,3,4,1,4
9,9,"quite a lot",5,4,4,3,2,2,3,2,4,2,3,3,3,4
9,10,"too much",5,5,5,2,2,2,2,4,1,2,5,5,2,5
9,10,"quite a lot",2,5,4,1,2,2,3,4,5,4,3,1,4,5
9,8,"somewhat",3,3,3,2,3,2,3,4,3,2,4,4,3,4
9,7,"somewhat",4,4,3,3,3,4,3,2,2,2,2,2,2,3
9,7,"somewhat",2,2,3,1,2,1,1,2,2,1,2,5,2,2
9,9,"quite a lot",4,3,3,4,2,4,4,1,2,3,2,4,3,3
9,9,"somewhat",5,4,4,2,2,2,3,4,3,1,5,4,2,5
9,10,"a little bit",4,4,5,3,4,4,4,5,3,4,3,5,3,4
9,5,"somewhat",3,3,3,3,3,3,3,3,3,3,3,3,3,3
9,1,"somewhat",1,1,1,2,1,1,2,1,2,3,2,4,1,1
9,10,"not at all",2,3,4,3,2,2,1,4,2,1,4,3,3,4
9,7,"somewhat",2,4,3,1,2,3,3,2,2,2,3,4,3,4
9,8,"somewhat",5,4,3,2,1,3,2,3,3,2,4,4,2,4
9,8,"not at all",2,4,2,2,1,2,3,2,2,3,2,3,1,1
9,6,"too much",3,2,3,1,3,3,3,4,2,3,4,3,3,4
9,4,"somewhat",2,2,3,4,2,2,2,2,2,2,2,4,2,2
9,4,"somewhat",3,3,3,2,3,2,2,4,2,3,4,3,2,3
9,7,"somewhat",3,3,4,2,3,3,2,4,1,2,4,3,2,4
9,5,"quite a lot",4,4,4,3,1,2,3,4,3,1,3,5,1,5
9,9,"somewhat",3,3,4,2,4,2,2,4,3,4,3,2,2,3
9,7,"a little bit",4,4,4,3,3,4,4,4,3,4,4,4,3,4
10,9,"somewhat",2,3,2,3,4,3,3,2,5,3,2,3,2,3
10,6,"a little bit",3,1,3,2,2,2,2,1,2,2,2,4,2,1
10,7,"somewhat",2,4,3,4,2,2,2,2,4,4,2,4,4,4
10,8,"not at all",2,5,2,2,2,1,2,4,2,2,1,5,2,2
10,8,"somewhat",3,3,2,3,3,3,2,3,3,2,4,4,4,2
10,3,"quite a lot",5,2,4,1,2,2,4,5,1,5,3,4,1,4
10,6,"somewhat",2,3,4,2,2,2,2,3,3,3,5,2,3,4
10,10,"not at all",4,4,4,2,2,3,3,3,2,3,3,4,2,5
10,8,"quite a lot",3,3,3,3,2,3,4,1,2,4,5,3,2,2
10,6,"quite a lot",3,3,4,2,3,2,3,3,3,2,3,4,3,3
10,8,"somewhat",3,3,5,2,2,3,3,3,3,2,4,4,2,3
10,3,"somewhat",4,3,3,4,2,3,4,2,3,3,2,4,4,1
10,8,"a little bit",4,4,3,2,3,3,2,4,2,2,4,4,2,4
10,7,"quite a lot",3,4,5,1,3,3,1,3,2,2,3,5,3,4
10,9,"too much",5,4,5,2,1,1,3,3,4,4,2,3,2,4
10,7,"somewhat",2,2,2,2,3,3,2,4,3,3,2,3,3,3
10,7,"somewhat",4,2,2,3,3,3,3,4,2,4,3,4,3,4
10,9,"too much",4,3,5,2,1,1,2,3,2,1,4,3,2,5
10,4,"somewhat",2,4,2,5,2,2,1,1,2,2,2,5,1,1
10,5,"quite a lot",5,4,2,4,3,1,2,4,2,1,4,3,1,4
10,6,"somewhat",3,3,3,3,4,3,4,3,2,4,3,3,1,3
10,7,"somewhat",3,1,1,1,1,1,1,2,1,2,2,1,2,2
10,8,"quite a lot",3,2,2,4,2,2,2,4,3,2,4,4,2,4
10,7,"not at all",3,3,3,3,4,4,2,3,2,2,3,4,2,3
10,9,"somewhat",3,4,1,2,1,2,1,4,2,2,3,4,3,3
10,4,"not at all",2,2,3,3,3,3,3,2,3,2,2,3,3,2
10,8,"too much",5,3,5,1,3,3,3,4,1,1,4,4,2,3
10,8,"too much",5,4,5,3,2,1,2,4,1,2,4,5,2,4
10,7,"somewhat",3,4,4,3,2,2,2,3,3,3,3,4,2,3
10,5,"a little bit",2,1,3,2,2,2,2,1,3,2,3,4,2,1
10,6,"somewhat",4,5,2,2,2,2,1,4,3,1,4,5,3,3
10,10,"too much",2,4,4,1,1,1,1,4,3,1,5,3,3,4
10,7,"quite a lot",4,4,4,4,2,3,3,3,4,3,3,3,2,4
10,9,"somewhat",4,4,5,3,2,1,2,4,2,2,4,5,2,3
10,4,"a little bit",4,2,4,4,3,4,3,3,2,3,2,3,2,4
10,10,"a little bit",4,4,4,3,3,3,4,5,1,2,4,4,1,5
10,8,"somewhat",2,4,4,3,3,3,3,3,3,3,3,4,3,3
10,7,"quite a lot",5,3,3,2,2,2,2,4,3,2,4,4,3,4
10,6,"somewhat",4,3,2,5,3,4,2,2,3,1,5,5,3,4
10,8,"somewhat",3,2,3,4,2,3,2,3,3,2,3,4,3,4
10,4,"not at all",2,2,2,2,2,4,2,2,4,3,2,3,2,4
10,7,"not at all",4,3,4,4,4,3,4,3,4,4,3,3,2,4
10,4,"a little bit",2,1,1,1,1,1,2,1,2,1,2,4,1,1
10,4,"not at all",2,2,2,2,2,2,3,2,2,2,2,2,1,2
10,1,"too much",4,4,4,2,2,1,2,4,1,2,5,5,1,5
10,6,"quite a lot",3,2,3,1,3,3,2,5,3,2,3,4,2,4
10,7,"somewhat",5,5,5,3,3,1,3,4,2,2,3,4,3,5
10,8,"a little bit",4,3,4,2,3,3,3,3,2,3,4,3,3,3
10,7,"quite a lot",3,4,2,2,4,4,2,4,3,3,3,3,2,2
10,6,"a little bit",1,1,2,1,2,1,2,1,2,2,1,3,3,1
10,8,"somewhat",3,3,3,3,2,3,4,4,2,3,3,4,2,4
10,8,"not at all",2,5,2,2,3,2,2,3,1,3,2,5,1,2
10,8,"too much",2,3,1,4,2,4,5,2,4,3,3,3,4,3
10,9,"quite a lot",4,4,3,2,3,3,2,4,2,2,4,5,3,3
10,8,"somewhat",3,3,4,3,3,3,3,3,3,3,2,5,2,3
10,3,"somewhat",3,3,4,2,2,2,3,3,4,4,3,4,2,4
10,7,"somewhat",3,3,2,2,2,1,3,2,2,2,2,5,3,1
10,7,"quite a lot",5,4,4,1,3,1,3,4,2,1,4,5,3,4
