"timeMerged","stress_outbreak","BAs_shopping","pss_1","pss_2","pss_3","pss_4","pss_5","pss_6","pss_7","pss_8","pss_9","pss_10","pss_11","pss_12","pss_13","pss_14"
10,2,"not at all",3,2,2,1,2,2,3,2,1,2,2,3,2,1
10,6,"somewhat",3,4,4,2,3,3,2,4,3,3,3,4,3,4
10,5,"quite a lot",3,3,4,3,3,3,3,3,3,3,3,4,3,4
10,7,"somewhat",3,4,4,3,1,1,3,2,3,2,3,4,2,4
10,5,"quite a lot",5,4,3,2,3,2,3,4,3,3,4,3,2,3
10,9,"somewhat",4,4,4,2,2,3,2,3,3,3,4,3,3,3
10,3,"not at all",1,1,2,1,1,1,1,1,1,1,1,3,1,1
10,10,"quite a lot",4,3,4,2,3,3,3,2,3,2,3,3,2,2
10,8,"somewhat",3,4,3,3,2,3,3,4,2,2,2,5,2,4
10,5,"too much",4,5,3,2,1,2,1,4,2,3,3,4,2,5
10,7,"somewhat",4,3,2,2,4,3,2,3,2,2,2,4,3,3
10,9,"quite a lot",4,5,2,2,3,2,2,3,2,2,4,5,2,2
10,8,"somewhat",4,4,5,2,2,1,2,4,1,1,5,5,2,5
10,8,"somewhat",4,5,4,1,3,1,3,4,3,1,3,3,1,4
10,10,"quite a lot",5,5,5,1,1,1,2,5,2,2,4,5,2,5
10,7,"not at all",1,1,1,2,2,2,2,1,2,2,1,1,2,1
10,3,"somewhat",3,2,2,2,2,1,2,2,2,2,2,3,2,3
10,8,"a little bit",3,4,3,3,3,3,3,4,4,4,1,4,4,4
10,7,"quite a lot",3,3,3,3,3,2,3,4,3,3,4,3,3,3
10,8,"quite a lot",4,2,3,3,2,3,2,2,4,3,2,2,3,3
10,9,"quite a lot",3,4,3,1,2,3,2,4,1,2,4,3,1,5
10,7,"a little bit",3,2,4,4,4,3,3,2,3,4,2,2,3,2
10,7,"quite a lot",4,4,4,3,3,3,3,4,3,3,4,3,2,3
10,10,"quite a lot",2,3,3,2,2,3,3,2,2,2,3,3,3,3
10,5,"somewhat",4,3,4,3,2,3,2,3,2,3,3,3,1,4
10,9,"quite a lot",5,5,4,2,2,2,2,3,1,1,5,3,2,5
10,4,"quite a lot",5,3,5,3,1,2,2,4,1,2,4,5,2,4
10,9,"quite a lot",3,3,3,2,2,2,3,4,1,2,3,4,3,4
10,9,"quite a lot",5,3,3,2,3,2,3,4,3,2,2,4,2,2
11,7,"a little bit",1,2,2,2,2,2,2,1,2,2,1,3,2,1
11,8,"somewhat",2,3,3,3,2,2,2,4,3,3,3,4,4,4
11,8,"quite a lot",3,4,3,2,1,2,2,3,2,2,4,5,3,5
11,10,"a little bit",4,4,5,1,2,2,3,4,2,3,3,4,3,3
11,9,"quite a lot",3,3,3,2,4,1,2,4,2,5,5,5,4,3
11,5,"a little bit",2,1,3,2,1,2,2,1,2,2,2,4,1,2
11,9,"quite a lot",4,3,5,1,1,1,2,3,1,2,4,4,2,3
11,9,"somewhat",2,2,3,3,3,4,3,4,3,3,3,2,4,2
11,9,"quite a lot",4,4,5,2,3,2,2,4,1,2,3,4,1,4
11,9,"quite a lot",4,2,3,1,1,2,5,4,1,2,4,3,2,5
11,8,"somewhat",4,5,3,3,1,1,2,4,3,1,4,4,2,4
11,10,"too much",5,4,4,1,1,1,2,4,2,1,4,4,1,5
11,7,"a little bit",4,5,3,2,3,3,2,3,2,1,4,4,2,3
11,10,"not at all",1,3,2,4,4,2,3,2,2,2,4,4,3,3
11,8,"too much",3,5,4,3,2,2,3,3,2,5,2,5,4,2
11,5,"quite a lot",3,4,3,3,2,2,2,4,1,2,3,4,2,4
11,9,"quite a lot",3,3,4,3,2,2,3,4,3,2,4,3,3,4
11,6,"somewhat",2,2,3,3,4,3,3,2,3,4,2,3,2,3
11,9,"quite a lot",5,5,2,2,2,1,1,3,2,3,4,3,3,5
11,9,"quite a lot",3,3,4,3,2,3,3,3,3,3,4,3,2,3
11,3,"not at all",2,2,2,2,2,2,2,1,1,2,3,4,1,1
11,2,"not at all",2,5,4,2,3,4,4,4,2,4,3,4,3,4
11,9,"quite a lot",3,4,3,2,3,3,4,3,2,2,3,3,2,3
11,10,"quite a lot",3,4,4,3,2,1,4,3,5,1,2,3,2,5
11,6,"a little bit",3,3,2,2,2,3,3,3,3,3,4,3,2,3
11,8,"a little bit",2,2,3,2,2,3,2,2,2,3,2,5,2,2
11,9,"quite a lot",4,4,5,2,1,2,2,4,1,1,4,5,2,4
11,7,"somewhat",3,3,3,3,3,3,3,3,3,3,3,3,3,3
11,7,"quite a lot",2,3,2,2,2,2,4,3,4,4,3,4,3,4
11,6,"too much",4,4,3,2,3,2,1,5,1,3,4,3,3,4
11,9,"somewhat",3,3,4,3,3,4,3,3,3,4,3,3,3,3
11,5,"somewhat",3,1,2,2,1,2,2,2,2,2,2,3,2,3
11,8,"quite a lot",3,3,3,2,3,1,2,4,2,3,3,4,1,4
11,8,"somewhat",3,3,3,1,2,1,2,3,1,2,2,4,2,4
11,7,"somewhat",4,5,4,3,2,1,2,3,1,2,5,4,3,4
11,5,"quite a lot",5,4,3,3,2,1,3,4,1,3,3,2,2,2
11,10,"quite a lot",4,3,3,3,2,2,2,4,3,3,3,4,2,3
11,9,"quite a lot",5,5,4,3,3,2,2,5,2,2,3,4,2,3
11,8,"a little bit",4,1,3,4,2,4,4,4,2,3,3,3,3,2
11,3,"a little bit",1,2,2,2,2,2,2,1,2,2,2,3,1,1
11,2,"a little bit",3,1,2,1,2,1,1,1,1,1,3,4,1,1
11,2,"a little bit",1,1,1,1,1,1,1,1,1,1,1,5,1,1
11,10,"quite a lot",5,4,4,1,2,1,1,4,2,2,5,5,2,4
11,9,"too much",3,3,5,3,1,2,2,4,2,2,3,5,3,4
11,9,"somewhat",5,3,4,2,3,1,1,3,2,4,4,4,2,3
11,8,"somewhat",3,4,3,2,3,2,2,4,3,2,3,4,1,4
11,3,"a little bit",1,2,3,2,1,1,2,2,2,2,3,3,1,2
11,8,"quite a lot",4,4,4,3,1,4,3,2,2,4,3,3,4,4
11,7,"a little bit",4,3,3,1,2,2,3,5,4,3,4,4,2,3
11,10,"not at all",3,3,3,3,3,2,3,3,2,3,3,3,3,3
11,9,"a little bit",5,5,5,5,5,5,5,5,5,5,5,3,2,5
11,10,"a little bit",2,3,4,2,4,3,3,4,2,3,4,4,2,4
11,9,"somewhat",4,3,4,2,3,2,1,4,1,2,3,3,3,4
11,7,"too much",3,4,4,2,1,3,1,3,3,4,2,3,1,4
11,6,"a little bit",3,3,4,2,2,3,2,2,2,3,3,3,3,4
11,10,"quite a lot",1,4,4,2,3,1,3,2,3,3,2,4,3,2
11,6,"a little bit",2,2,2,1,1,2,2,2,1,2,2,4,2,2
11,9,"quite a lot",4,5,2,3,3,3,2,4,4,3,2,4,2,2
11,7,"a little bit",4,4,3,3,2,3,2,2,3,2,3,3,2,3
11,2,"a little bit",4,5,4,3,1,3,2,3,2,2,5,4,2,4
11,7,"a little bit",3,2,3,2,2,2,3,2,2,2,3,4,3,2
11,4,"a little bit",1,1,2,1,2,2,3,1,2,2,1,3,1,1
11,7,"somewhat",3,1,3,5,4,4,4,1,5,4,3,4,3,2
11,9,"quite a lot",3,2,2,3,2,1,3,4,2,3,4,4,1,2
11,8,"quite a lot",3,4,4,3,2,3,4,4,2,2,3,2,2,3
11,6,"somewhat",2,1,2,2,1,2,2,1,2,2,2,3,2,1
11,7,"quite a lot",1,3,2,3,2,2,2,5,2,1,2,4,1,1
11,7,"somewhat",1,2,2,1,1,2,2,1,2,2,2,4,2,1
11,7,"quite a lot",4,4,3,3,2,3,3,3,3,3,3,3,3,4
11,9,"somewhat",3,3,3,2,2,2,2,3,2,3,3,4,2,3
11,8,"not at all",5,4,5,3,4,4,4,5,3,4,4,5,3,5
11,8,"a little bit",3,2,3,2,2,2,2,2,3,2,3,4,2,1
11,3,"a little bit",1,2,2,2,2,2,3,1,2,2,1,4,3,1
11,7,"somewhat",2,2,2,1,2,1,1,2,3,1,2,5,3,1
11,6,"not at all",3,3,4,3,4,3,3,3,3,4,3,4,3,4
11,10,"too much",2,5,4,2,4,4,4,4,5,1,3,3,2,2
11,8,"too much",5,4,2,2,2,3,2,5,1,2,3,5,2,4
11,4,"a little bit",2,2,3,2,2,2,3,1,2,2,2,3,3,1
11,5,"not at all",1,1,2,2,2,2,2,1,2,2,1,4,1,1
11,9,"quite a lot",3,4,4,1,3,3,1,3,2,4,3,4,2,5
11,2,"not at all",2,2,2,2,2,2,2,2,4,2,2,5,1,1
11,4,"quite a lot",4,4,2,3,3,3,2,3,2,2,3,3,2,3
11,9,"quite a lot",4,4,3,4,2,2,2,3,1,1,3,4,2,4
11,8,"too much",3,2,4,2,1,2,3,4,2,2,3,2,3,3
11,8,"quite a lot",4,3,3,4,4,4,3,2,3,3,4,3,2,2
11,8,"somewhat",3,3,2,2,2,1,2,1,2,1,3,4,2,1
11,8,"quite a lot",2,3,4,4,4,4,4,2,2,2,3,2,4,4
11,5,"quite a lot",3,4,2,2,2,3,2,4,2,3,4,4,2,3
12,8,"a little bit",4,3,4,2,4,2,4,4,1,3,3,4,3,3
12,8,"quite a lot",4,3,4,3,2,3,3,3,3,2,4,3,3,4
12,6,"somewhat",2,3,3,3,3,3,3,3,2,3,2,4,3,2
12,9,"a little bit",3,3,4,2,3,1,2,4,2,3,4,3,3,4
12,9,"quite a lot",4,4,4,2,1,2,3,3,3,2,4,4,2,4
12,8,"somewhat",4,3,4,3,2,2,2,4,3,2,4,4,2,4
12,9,"too much",3,2,4,4,3,3,3,3,3,3,2,3,3,4
12,7,"a little bit",4,5,3,2,3,3,2,3,3,1,3,3,3,5
12,3,"not at all",3,3,4,3,3,1,3,3,3,4,2,4,2,2
12,8,"too much",3,4,2,4,3,1,2,3,3,1,3,5,1,4
12,8,"somewhat",3,3,4,4,3,2,3,4,3,3,4,3,2,3
12,4,"quite a lot",4,3,3,2,3,2,3,4,2,4,3,1,3,4
12,8,"quite a lot",4,4,4,1,2,2,3,5,3,4,3,2,3,4
12,8,"quite a lot",2,5,2,3,2,2,3,4,3,4,4,3,1,4
12,7,"somewhat",1,4,1,1,2,2,2,5,5,4,5,2,3,4
12,9,"quite a lot",2,4,4,2,2,3,3,2,3,2,3,3,4,3
12,7,"quite a lot",2,4,3,4,4,3,3,4,4,2,3,2,4,4
12,7,"not at all",3,3,3,3,4,3,2,2,3,2,3,4,3,2
12,8,"somewhat",3,3,3,3,3,3,3,3,3,3,3,3,3,3
12,7,"a little bit",3,1,3,1,2,2,2,1,2,2,3,4,2,1
12,8,"too much",4,4,5,2,2,1,2,5,1,2,5,5,1,4
12,3,"somewhat",2,4,2,2,2,2,2,5,2,3,3,3,3,2
12,3,"quite a lot",3,3,2,4,2,2,1,2,2,2,2,4,2,1
12,8,"quite a lot",2,1,2,2,1,1,1,1,2,2,1,4,1,2
12,6,"not at all",2,3,3,3,3,3,2,3,2,3,1,4,3,2
12,7,"a little bit",2,2,2,2,2,3,3,1,3,3,2,3,2,2
12,8,"too much",4,3,3,2,1,3,3,3,1,2,4,4,1,5
12,2,"a little bit",1,1,1,5,5,2,2,1,2,1,1,1,2,1
12,9,"too much",2,1,2,3,3,3,5,2,4,5,2,2,4,1
12,5,"a little bit",2,4,3,1,2,3,3,1,2,2,1,3,2,2
12,9,"too much",4,3,5,3,2,3,3,3,4,3,4,4,2,4
12,6,"somewhat",2,2,2,3,4,3,4,3,3,3,2,2,2,2
12,9,"quite a lot",3,5,3,2,2,1,2,4,2,1,5,5,2,3
12,7,"somewhat",1,5,2,1,1,1,1,1,1,1,1,2,1,1
12,1,"quite a lot",1,1,1,2,2,2,1,3,1,1,1,4,1,3
12,9,"quite a lot",3,3,4,1,3,2,1,5,2,1,5,4,2,4
12,7,"somewhat",2,4,2,3,3,4,2,4,2,3,3,2,2,3
12,4,"quite a lot",4,4,4,2,3,2,3,3,3,2,4,4,2,4
12,9,"somewhat",3,3,2,3,4,4,4,3,3,4,3,1,4,3
12,6,"somewhat",5,3,4,3,3,1,3,4,2,2,4,3,2,4
12,9,"quite a lot",4,4,3,3,2,2,1,3,2,3,4,4,3,4
12,7,"too much",5,5,4,3,3,2,3,4,1,2,4,4,3,5
12,7,"not at all",4,4,3,3,3,2,2,3,2,3,3,5,2,4
12,4,"not at all",3,2,3,3,2,2,2,1,3,2,3,4,3,1
12,7,"somewhat",4,4,2,2,3,3,3,3,2,2,3,3,4,3
12,3,"a little bit",2,3,4,3,4,4,4,2,3,3,2,2,3,3
12,10,"quite a lot",5,3,3,4,3,2,2,4,3,2,5,2,3,4
12,7,"quite a lot",3,3,4,4,4,2,3,2,4,3,2,4,3,1
12,9,"too much",4,3,5,1,3,3,2,2,2,1,4,4,3,3
12,7,"a little bit",4,2,2,1,2,2,3,3,3,2,3,2,2,3
12,8,"somewhat",2,3,3,3,2,3,4,3,2,2,2,4,2,3
12,5,"quite a lot",2,2,3,3,2,2,2,3,2,3,3,2,2,3
12,6,"somewhat",1,1,1,2,1,2,2,1,5,3,1,2,1,1
12,9,"a little bit",3,5,5,5,5,4,4,5,5,5,3,5,4,5
12,7,"quite a lot",3,4,2,3,1,2,2,2,4,3,4,4,3,3
12,7,"quite a lot",2,3,3,2,3,4,2,4,3,3,2,4,3,3
12,6,"quite a lot",2,3,2,2,2,2,3,3,3,2,3,4,3,2
12,3,"quite a lot",3,2,1,3,3,4,3,2,5,3,3,2,3,3
12,8,"too much",4,5,3,2,4,4,1,4,1,3,3,2,3,2
12,9,"quite a lot",3,5,3,3,3,2,3,2,4,4,4,1,2,2
12,5,"a little bit",1,1,1,1,1,1,1,1,1,1,1,5,1,1
12,4,"somewhat",4,3,5,3,2,2,2,3,1,4,4,3,2,4
12,8,"a little bit",5,4,3,2,2,1,2,3,2,2,3,4,2,3
12,9,"quite a lot",5,4,4,2,2,3,1,3,3,2,3,4,3,5
12,6,"a little bit",3,2,2,2,3,2,3,2,3,3,2,3,2,2
12,5,"a little bit",3,2,2,2,2,2,3,2,2,3,2,4,3,3
12,8,"somewhat",2,2,3,2,2,2,4,4,2,3,2,4,2,2
12,9,"too much",5,4,4,2,2,3,1,4,1,1,4,4,4,3
12,9,"quite a lot",4,3,3,2,2,2,3,3,3,4,1,3,4,2
12,9,"a little bit",2,3,3,2,2,2,2,2,3,2,3,4,2,2
12,4,"somewhat",4,4,3,2,3,3,3,3,3,2,5,5,2,4
12,7,"quite a lot",3,3,2,3,3,3,2,4,3,1,3,4,2,2
12,2,"quite a lot",4,4,4,3,2,1,1,3,1,2,4,5,2,4
12,8,"a little bit",4,2,4,2,3,4,2,2,2,2,4,3,3,3
12,1,"somewhat",1,1,1,5,3,2,2,1,5,2,1,3,2,3
12,7,"too much",3,4,2,2,3,2,3,4,2,2,3,5,3,3
12,6,"not at all",5,5,4,1,2,2,1,5,2,2,5,5,2,5
12,8,"somewhat",3,4,3,2,3,2,2,4,3,3,4,4,3,3
12,8,"quite a lot",4,3,5,2,2,2,1,3,2,3,5,4,2,3
12,5,"somewhat",4,3,4,3,1,2,3,3,1,2,4,5,2,5
12,10,"quite a lot",5,5,5,2,1,1,2,5,2,2,4,4,1,4
12,8,"quite a lot",4,4,5,1,2,3,2,3,3,2,5,3,2,4
12,9,"not at all",5,4,5,2,1,1,2,5,2,2,5,4,1,5
12,7,"quite a lot",4,5,5,2,3,2,1,5,1,2,4,3,2,4
12,6,"quite a lot",1,2,1,5,4,4,5,1,4,3,2,2,5,2
12,6,"quite a lot",4,4,3,3,1,2,2,4,2,2,3,3,3,4
12,9,"quite a lot",4,4,2,2,1,2,2,3,1,2,4,5,2,3
13,7,"a little bit",2,2,3,2,1,2,2,1,2,1,2,5,2,1
13,5,"somewhat",2,4,1,2,2,1,2,1,2,2,1,4,2,2
13,3,"not at all",3,2,2,2,2,2,3,2,2,2,3,3,2,2
13,9,"quite a lot",2,4,3,3,2,3,4,2,2,3,3,3,2,3
13,7,"a little bit",2,4,2,3,3,2,3,1,5,2,2,2,3,2
13,10,"somewhat",4,3,4,3,3,1,1,3,2,2,4,4,2,3
13,8,"not at all",3,4,5,4,4,5,5,4,4,5,3,4,2,4
13,6,"quite a lot",2,4,1,2,2,2,2,2,1,3,3,3,2,1
13,6,"not at all",3,4,3,2,3,3,2,3,2,3,4,4,2,3
13,4,"a little bit",3,3,2,3,3,2,5,2,5,2,3,2,3,3
13,7,"quite a lot",5,4,3,1,3,1,1,4,3,3,4,3,2,3
13,8,"quite a lot",4,4,3,1,1,2,1,4,3,1,4,4,2,3
13,8,"quite a lot",3,4,4,2,2,1,3,3,1,2,4,4,1,5
13,7,"quite a lot",4,4,3,2,4,3,3,2,3,2,2,2,2,2
13,8,"quite a lot",3,2,4,1,3,4,2,3,3,2,5,2,3,3
13,8,"somewhat",3,4,2,5,4,3,3,4,2,2,3,2,2,1
13,9,"somewhat",2,5,4,4,1,1,5,5,2,4,2,4,4,4
13,6,"a little bit",2,4,2,4,4,3,2,3,2,3,4,2,3,3
13,9,"quite a lot",4,4,3,1,3,2,1,3,3,2,3,4,2,5
13,8,"somewhat",3,2,3,3,3,3,3,4,3,3,3,3,3,3
13,3,"somewhat",5,1,2,1,2,1,1,2,1,1,1,3,1,1
13,8,"a little bit",3,2,3,3,3,2,3,3,2,2,4,5,3,2
13,8,"quite a lot",2,1,4,1,2,4,3,3,3,2,4,3,3,2
13,7,"quite a lot",2,4,4,3,3,3,3,2,3,2,3,4,3,4
13,8,"somewhat",4,4,4,4,3,3,4,4,2,2,4,3,3,2
13,10,"quite a lot",3,1,5,1,1,5,5,3,5,4,5,4,3,4
13,8,"somewhat",2,3,4,1,2,1,2,1,1,2,3,4,2,1
13,4,"somewhat",2,4,2,2,2,2,2,3,2,3,4,5,2,2
13,7,"too much",5,5,4,1,2,2,2,3,2,3,3,5,2,3
13,9,"quite a lot",3,4,3,2,2,2,3,3,3,2,4,3,3,3
13,8,"quite a lot",3,3,3,2,1,4,4,1,3,3,4,5,4,4
13,3,"a little bit",3,3,3,3,3,3,3,3,3,3,3,3,3,3
13,9,"a little bit",2,2,2,3,3,2,3,2,3,2,3,4,2,2
13,8,"a little bit",4,4,4,1,2,1,1,5,1,2,4,4,2,5
13,6,"quite a lot",5,4,4,3,1,3,4,3,3,1,4,4,2,5
13,4,"not at all",5,4,4,2,2,2,2,5,3,1,5,5,2,4
13,9,"quite a lot",4,4,4,3,1,2,2,3,1,2,3,3,2,5
13,7,"quite a lot",5,4,4,3,2,3,3,4,3,2,4,3,2,3
13,10,"somewhat",2,3,4,3,4,3,4,2,3,4,2,2,3,3
13,6,"somewhat",3,4,2,2,3,3,3,4,3,3,4,4,2,4
13,7,"a little bit",2,1,3,2,2,3,3,2,2,2,1,4,3,1
13,5,"a little bit",2,2,2,1,1,1,1,2,2,2,2,4,1,1
13,6,"a little bit",2,4,2,2,1,1,3,1,3,1,2,5,2,1
13,10,"too much",5,4,5,1,2,2,2,4,2,1,3,4,3,5
13,10,"a little bit",3,5,5,2,3,2,3,4,3,3,3,4,3,3
13,7,"a little bit",3,3,3,2,3,3,2,3,3,2,3,3,4,3
13,8,"a little bit",3,2,3,2,2,2,3,2,2,2,1,3,2,2
13,9,"quite a lot",2,2,3,4,2,2,3,4,2,3,4,3,4,2
13,8,"a little bit",4,3,3,3,3,2,3,3,3,2,4,4,4,3
13,6,"too much",4,4,5,2,3,3,3,5,2,2,4,3,2,2
13,6,"quite a lot",4,4,3,1,2,3,2,4,4,4,3,5,4,3
13,7,"a little bit",3,3,3,3,3,3,4,4,3,2,3,4,3,3
13,9,"a little bit",5,2,5,5,5,5,1,5,5,5,5,5,3,5
13,8,"somewhat",4,5,4,2,3,4,2,4,3,3,2,4,1,3
13,9,"quite a lot",5,5,4,2,1,1,1,5,2,2,5,4,2,4
13,8,"too much",4,4,2,1,2,1,2,4,3,1,4,4,2,3
13,7,"a little bit",4,3,4,2,3,3,3,3,2,3,4,4,3,4
13,8,"too much",4,3,5,3,2,3,2,3,2,3,4,3,3,4
13,7,"somewhat",3,2,2,4,3,2,2,3,3,4,3,3,3,3
13,10,"quite a lot",4,1,3,4,3,4,5,1,1,5,1,5,2,1
13,5,"quite a lot",3,3,1,2,4,4,3,3,4,3,3,4,4,3
13,1,"not at all",2,1,3,5,3,2,3,1,2,2,2,4,1,1
13,1,"a little bit",3,3,4,2,2,2,1,4,1,1,4,3,3,5
13,3,"not at all",2,2,2,3,3,2,2,2,2,2,2,4,2,2
13,1,"somewhat",4,5,4,2,2,3,2,1,1,1,3,4,1,1
13,7,"somewhat",3,2,3,3,3,1,4,1,3,3,4,5,1,2
13,5,"somewhat",2,3,3,3,2,3,2,3,4,3,4,4,3,4
13,6,"somewhat",3,3,3,1,2,3,2,3,2,2,3,3,2,3
13,8,"quite a lot",3,3,3,3,3,3,3,3,3,3,3,4,2,3
13,8,"somewhat",2,1,1,5,3,4,1,1,5,2,1,4,4,3
